order_id,ordered_at,city,cuisine,weather_condition,traffic_level,courier_type,delivery_tier,order_value_usd,item_count,prep_time_minutes,courier_distance_km,courier_rating,batch_size,active_orders_nearby,restaurant_backlog_orders,promised_delivery_minutes,actual_delivery_minutes,tip_rate,customer_rating,was_late
FDS-700171,2025-01-05T12:45:00,Phoenix,burger,clear,high,scooter,standard,13.18,4,30,8.09,4.96,1,46,5,71.2,107.8,0.107,2.8,1
FDS-700172,2025-01-05T13:20:00,Seattle,mexican,storm,medium,scooter,priority,28.87,2,16,9.48,4.19,1,45,27,58.1,97.1,0.098,3.29,1
FDS-700173,2025-01-05T13:55:00,Chicago,mexican,clear,medium,car,scheduled,36.2,5,26,3.65,4.92,1,44,8,48.2,79.4,0.113,3.3,1
FDS-700174,2025-01-05T14:30:00,Seattle,burger,storm,high,bike,standard,25.12,5,31,8.2,4.69,1,31,12,69.6,139.0,0.037,2.69,1
FDS-700175,2025-01-05T15:05:00,New York,pizza,heatwave,high,bike,standard,35.54,2,19,8.4,4.51,1,31,20,60.0,101.3,0.079,2.53,1
FDS-700176,2025-01-05T15:40:00,New York,pizza,heatwave,high,scooter,standard,36.95,2,18,6.27,4.42,2,57,11,48.5,105.1,0.121,2.85,1
FDS-700177,2025-01-05T16:15:00,New York,salad,clear,high,scooter,scheduled,20.4,4,24,4.32,5,1,35,5,50.1,75.7,0.045,3.38,1
FDS-700178,2025-01-05T16:50:00,Austin,mexican,clear,high,bike,standard,33.02,3,20,6.02,4.85,1,28,18,51.5,79.3,0.112,3.3,1
FDS-700179,2025-01-05T17:25:00,Chicago,mexican,clear,medium,car,standard,24.48,4,21,4.17,4.88,1,40,8,43.6,70.9,0.096,3.35,1
FDS-700180,2025-01-05T18:00:00,Austin,burger,cold,high,bike,scheduled,9.08,4,24,9.06,4.78,1,34,10,68.2,91.9,0.107,3.49,1
FDS-700181,2025-01-05T18:35:00,Austin,indian,clear,high,car,standard,16.69,1,21,5.76,4.95,1,59,7,51.0,84.9,0.124,3.49,1
FDS-700182,2025-01-05T19:10:00,New York,salad,rain,medium,walker,priority,28.79,5,23,6.81,4.94,1,55,13,50.6,99.2,0.026,3.46,1
FDS-700183,2025-01-05T19:45:00,Chicago,burger,clear,medium,car,standard,24.51,2,28,4.83,4.7,1,48,10,55.8,87.1,0.106,3.44,1
FDS-700184,2025-01-05T20:20:00,Seattle,sushi,heatwave,medium,bike,scheduled,30.76,4,21,6.07,4.99,1,31,9,55.2,99.9,0.079,3.85,1
FDS-700185,2025-01-05T20:55:00,New York,indian,clear,medium,scooter,standard,18.78,1,18,2.86,4.37,1,87,19,34.8,88.3,0.16,3.28,1
FDS-700186,2025-01-05T21:30:00,Austin,indian,cold,severe,car,standard,35.78,2,26,4.16,4.4,2,14,17,48.2,94.0,0.172,2.96,1
FDS-700187,2025-01-05T22:05:00,Phoenix,thai,heatwave,severe,bike,priority,19.94,3,29,5.69,4.59,1,34,9,51.6,104.0,0.102,3.23,1
FDS-700188,2025-01-05T22:40:00,Seattle,sushi,clear,medium,walker,priority,39.2,4,33,0.4,4.48,1,43,16,33.3,67.2,0.255,3.61,1
FDS-700189,2025-01-05T23:15:00,Austin,salad,cold,severe,car,standard,19.38,7,26,1.85,4.64,1,18,14,38.5,75.5,0.028,2.99,1
FDS-700190,2025-01-05T23:50:00,Atlanta,thai,heatwave,medium,car,standard,41.65,1,20,1.94,4.59,2,30,15,32.8,63.3,0.122,3.94,1
FDS-700191,2025-01-06T00:25:00,Austin,mexican,clear,severe,walker,standard,26.04,6,22,7.96,4.46,1,40,4,59.0,114.2,0.124,2.94,1
FDS-700192,2025-01-06T01:00:00,New York,burger,heatwave,high,scooter,scheduled,29.95,6,27,10.6,4.94,1,12,15,79.0,109.4,0.059,3.35,1
FDS-700193,2025-01-06T01:35:00,Chicago,salad,clear,low,car,standard,25.54,1,19,4.49,4.55,1,62,13,44.3,82.9,0.02,3.3,1
FDS-700194,2025-01-06T02:10:00,Phoenix,indian,clear,medium,car,priority,21.39,1,24,6.53,5,1,45,18,54.3,101.2,0.06,2.46,1
FDS-700195,2025-01-06T02:45:00,Chicago,salad,clear,low,car,priority,22.19,3,18,5.64,4.51,1,37,16,44.2,74.1,0.175,3.21,1
FDS-700196,2025-01-06T03:20:00,New York,pizza,rain,high,scooter,scheduled,41.63,3,15,7.22,4.72,1,51,6,54.6,100.8,0.079,2.86,1
FDS-700197,2025-01-06T03:55:00,Phoenix,indian,rain,medium,car,standard,23.19,4,22,5.63,4.75,1,18,19,51.0,81.6,0.187,3.43,1
FDS-700198,2025-01-06T04:30:00,Atlanta,pizza,clear,medium,scooter,scheduled,9,5,20,8.25,4.72,1,44,13,64.6,92.5,0.119,2.98,1
FDS-700199,2025-01-06T05:05:00,New York,mexican,storm,high,bike,standard,27.5,6,21,6.55,4.33,1,15,11,55.9,103.2,0.099,2.68,1
FDS-700200,2025-01-06T05:40:00,Seattle,burger,clear,medium,scooter,standard,29.94,3,19,3.25,4.58,1,70,19,38.3,90.2,0.097,3.02,1
FDS-700201,2025-01-06T06:15:00,Atlanta,indian,clear,low,car,priority,22.9,3,25,7.23,4.89,1,47,14,56.2,77.5,0.074,3.43,1
FDS-700202,2025-01-06T06:50:00,Austin,burger,clear,high,scooter,standard,33.13,3,10,7.02,4.72,1,19,8,42.7,65.3,0.142,2.88,1
FDS-700203,2025-01-06T07:25:00,New York,mexican,clear,medium,bike,standard,20.47,2,20,6.24,4.25,1,57,8,49.7,79.4,0.111,3.44,1
FDS-700204,2025-01-06T08:00:00,Phoenix,pizza,clear,low,walker,scheduled,21.83,2,16,5.57,4.36,1,41,9,46.3,76.6,0.152,3.62,1
FDS-700205,2025-01-06T08:35:00,Atlanta,mexican,clear,high,car,standard,26.53,5,36,5.48,4.76,1,32,13,63.1,93.9,0.036,2.93,1
FDS-700206,2025-01-06T09:10:00,Austin,salad,clear,medium,car,standard,18.26,1,15,3.98,4.7,1,35,9,37.6,60.8,0.093,3.1,1
FDS-700207,2025-01-06T09:45:00,Chicago,mexican,clear,low,car,priority,34.48,4,28,5.33,4.99,1,58,9,51.2,85.3,0.292,3.09,1
FDS-700208,2025-01-06T10:20:00,Chicago,thai,clear,high,scooter,standard,23.78,2,15,7.98,4.43,1,41,23,52.6,108.5,0.151,2.74,1
FDS-700209,2025-01-06T10:55:00,Chicago,sushi,rain,high,car,standard,21.25,2,17,4.4,4.71,1,19,5,38.9,73.3,0.104,2.98,1
FDS-700210,2025-01-06T11:30:00,Chicago,indian,cold,low,car,scheduled,45.85,4,23,6.44,4.87,2,32,21,59.1,95.7,0.074,3.16,1
FDS-700211,2025-01-06T12:05:00,New York,salad,clear,severe,car,standard,46.51,1,26,1.01,4.78,1,37,8,34.3,70.9,0.114,3.09,1
FDS-700212,2025-01-06T12:40:00,Austin,mexican,clear,medium,car,priority,19.7,3,20,3.83,4.46,1,25,6,35.1,53.4,0.043,3.43,1
FDS-700213,2025-01-06T13:15:00,Atlanta,indian,clear,medium,car,standard,14.88,7,38,4.32,5,1,60,3,63.3,90.7,0.096,3.7,1
FDS-700214,2025-01-06T13:50:00,Phoenix,pizza,clear,medium,walker,standard,29.25,2,18,1.42,4.58,1,30,7,30.9,49.5,0.126,3.17,1
FDS-700215,2025-01-06T14:25:00,New York,sushi,clear,medium,walker,priority,32.82,4,29,2.59,4.64,1,8,14,41.2,54.2,0.163,3.25,1
FDS-700216,2025-01-06T15:00:00,Phoenix,thai,clear,medium,scooter,standard,13.04,4,27,2.82,4.14,2,59,16,42.9,80.0,0.066,3.36,1
FDS-700217,2025-01-06T15:35:00,Chicago,salad,clear,medium,bike,priority,32.95,2,23,7.1,4.9,1,54,12,55.4,83.4,0.127,3.47,1
FDS-700218,2025-01-06T16:10:00,Seattle,sushi,heatwave,severe,bike,priority,9.12,1,6,4.48,4.63,1,72,2,26.2,92.0,0.02,2.33,1
FDS-700219,2025-01-06T16:45:00,Seattle,sushi,cold,medium,car,standard,13.74,2,19,8.32,4.47,1,94,6,59.8,128.5,0.091,2.5,1
FDS-700220,2025-01-06T17:20:00,Seattle,sushi,heatwave,medium,car,scheduled,16.69,2,16,4.74,4.75,1,53,9,42.3,83.3,0.098,2.86,1
FDS-700221,2025-01-06T17:55:00,Seattle,salad,cold,medium,car,standard,30.73,3,24,3.94,4.56,1,37,10,45.3,72.3,0.104,3.52,1
FDS-700222,2025-01-06T18:30:00,Atlanta,sushi,clear,high,walker,scheduled,26.07,3,24,4.13,5,1,26,23,48.1,89.3,0.127,2.89,1
FDS-700223,2025-01-06T19:05:00,Chicago,mexican,clear,low,car,priority,9,3,21,7.03,4.49,2,50,19,53.5,100.0,0.151,2.54,1
FDS-700224,2025-01-06T19:40:00,Atlanta,indian,clear,high,bike,standard,14.63,5,20,5.88,4.88,1,28,13,47.7,81.2,0.02,3.48,1
FDS-700225,2025-01-06T20:15:00,Chicago,salad,heatwave,severe,scooter,standard,31.81,2,19,4.65,4.82,1,13,18,42.4,89.4,0.098,3.02,1
FDS-700226,2025-01-06T20:50:00,New York,pizza,heatwave,medium,car,standard,28.37,3,25,0.68,4.4,1,45,7,32.1,64.5,0.039,2.54,1
FDS-700227,2025-01-06T21:25:00,Atlanta,salad,cold,severe,bike,priority,29.44,2,22,3.24,4.77,1,66,19,37.3,101.4,0.113,2.37,1
FDS-700228,2025-01-06T22:00:00,Atlanta,burger,clear,medium,walker,standard,31.98,7,30,8.31,4.79,1,47,9,70.8,114.8,0.168,3.46,1
FDS-700229,2025-01-06T22:35:00,Atlanta,mexican,rain,high,scooter,scheduled,24.22,4,22,5.79,4.77,1,47,3,54.0,101.7,0.067,2.71,1
FDS-700230,2025-01-06T23:10:00,Austin,pizza,rain,medium,car,priority,25.11,3,18,0.71,4.59,1,23,16,20.8,56.0,0.073,3.33,1
FDS-700231,2025-01-06T23:45:00,New York,salad,rain,high,bike,standard,9.63,6,29,0.4,4.92,1,47,17,34.5,92.5,0.079,2.96,1
FDS-700232,2025-01-07T00:20:00,Chicago,salad,clear,medium,car,standard,20.56,1,25,2.21,5,2,43,15,40.9,79.5,0.082,2.75,1
FDS-700233,2025-01-07T00:55:00,Seattle,sushi,heatwave,high,scooter,standard,35.61,4,27,2.47,4.9,2,37,23,43.9,89.6,0.056,2.91,1
FDS-700234,2025-01-07T01:30:00,Chicago,salad,storm,medium,walker,standard,11.96,3,19,3.56,5,1,32,8,38.8,81.5,0.089,3.19,1
FDS-700235,2025-01-07T02:05:00,New York,thai,rain,severe,car,standard,9,7,26,7.39,4.8,1,21,8,62.0,118.0,0.093,3.01,1
FDS-700236,2025-01-07T02:40:00,Phoenix,mexican,clear,high,bike,priority,35.25,2,21,5.07,4.6,1,46,3,44.9,67.7,0.104,3.59,1
FDS-700237,2025-01-07T03:15:00,Atlanta,salad,cold,medium,bike,priority,35.97,3,24,6.25,4.45,1,36,7,52.3,87.0,0.243,3.34,1
FDS-700238,2025-01-07T03:50:00,New York,salad,rain,high,car,standard,34.11,5,29,7.96,4.66,1,41,9,69.9,112.2,0.178,3.0,1
FDS-700239,2025-01-07T04:25:00,Phoenix,thai,clear,severe,bike,standard,29.42,3,14,3.78,4.43,1,63,17,34.9,88.5,0.21,2.9,1
FDS-700240,2025-01-07T05:00:00,Atlanta,sushi,clear,high,car,standard,16.53,4,32,5.0,4.22,1,36,9,59.2,91.3,0.144,2.76,1
FDS-700241,2025-01-07T05:35:00,Chicago,pizza,clear,medium,bike,standard,26.91,6,26,2.13,4.72,1,10,7,42.6,57.2,0.085,3.94,1
FDS-700242,2025-01-07T06:10:00,Atlanta,burger,clear,low,bike,standard,26.75,5,27,7.0,4.75,1,83,12,62.1,109.2,0.117,2.94,1
FDS-700243,2025-01-07T06:45:00,Phoenix,mexican,rain,severe,bike,standard,38.47,2,29,8.29,4.61,2,60,20,68.0,135.7,0.056,3.13,1
FDS-700244,2025-01-07T07:20:00,New York,pizza,clear,severe,scooter,standard,10.33,5,26,1.82,4.78,1,37,18,40.1,79.4,0.06,2.75,1
FDS-700245,2025-01-07T07:55:00,Austin,indian,cold,medium,bike,standard,31.77,1,24,6.84,4.62,1,36,10,59.1,97.0,0.035,3.12,1
FDS-700246,2025-01-07T08:30:00,Austin,sushi,rain,high,bike,scheduled,42.48,5,13,4.73,4.72,2,21,8,38.0,68.3,0.134,3.43,1
FDS-700247,2025-01-07T09:05:00,Atlanta,indian,heatwave,severe,car,scheduled,19.3,4,28,6.36,4.71,2,18,11,60.9,91.9,0.102,3.71,1
FDS-700248,2025-01-07T09:40:00,Chicago,mexican,heatwave,medium,car,scheduled,21.53,2,22,5.59,4.87,2,25,4,53.9,80.3,0.12,3.84,1
FDS-700249,2025-01-07T10:15:00,Chicago,pizza,clear,medium,car,standard,29.75,3,19,4.94,5,2,33,18,45.5,73.3,0.036,3.45,1
FDS-700250,2025-01-07T10:50:00,Austin,thai,heatwave,high,car,priority,34.91,4,26,3.35,4.59,1,29,9,42.0,75.9,0.125,3.19,1
FDS-700251,2025-01-07T11:25:00,Atlanta,salad,clear,medium,car,priority,23.66,5,35,3.19,4.35,1,19,6,48.4,66.8,0.104,3.88,1
FDS-700252,2025-01-07T12:00:00,Chicago,mexican,clear,medium,car,standard,40.61,7,19,6.83,4.31,1,55,13,54.4,99.7,0.189,2.71,1
FDS-700253,2025-01-07T12:35:00,Seattle,salad,clear,high,car,standard,19.72,4,16,3.67,4.59,1,38,17,34.5,72.3,0.188,2.48,1
FDS-700254,2025-01-07T13:10:00,Phoenix,pizza,clear,medium,scooter,standard,28.06,6,36,5.8,4.93,1,37,8,67.5,84.3,0.114,3.33,1
FDS-700255,2025-01-07T13:45:00,Austin,pizza,clear,high,bike,standard,31.38,3,14,4.57,4.88,1,62,8,40.5,77.6,0.095,3.42,1
FDS-700256,2025-01-07T14:20:00,Chicago,thai,storm,medium,bike,standard,25.38,4,24,4.77,4.92,1,38,10,51.1,88.4,0.089,2.91,1
FDS-700257,2025-01-07T14:55:00,New York,sushi,clear,severe,bike,standard,35.59,2,21,7.11,4.17,1,73,11,55.9,115.0,0.056,2.14,1
FDS-700258,2025-01-07T15:30:00,Atlanta,thai,clear,medium,car,standard,29.54,4,25,7.8,4.63,1,45,13,61.3,102.1,0.095,3.3,1
FDS-700259,2025-01-07T16:05:00,Phoenix,thai,clear,low,car,standard,29.83,4,30,5.37,4.45,1,58,10,59.7,102.6,0.114,3.0,1
FDS-700260,2025-01-07T16:40:00,New York,pizza,rain,high,bike,standard,24.96,3,18,5.59,4.98,1,21,1,46.2,73.6,0.134,3.07,1
FDS-700261,2025-01-07T17:15:00,Austin,pizza,clear,high,bike,priority,35.87,3,22,6.68,4.71,1,53,12,50.6,105.7,0.139,3.2,1
FDS-700262,2025-01-07T17:50:00,Atlanta,mexican,rain,medium,scooter,standard,31.77,1,11,4.53,4.94,1,49,12,35.5,80.0,0.215,3.42,1
FDS-700263,2025-01-07T18:25:00,Atlanta,thai,cold,low,car,standard,31.82,4,17,2.74,4.45,1,50,0,34.0,58.4,0.122,3.42,1
FDS-700264,2025-01-07T19:00:00,Phoenix,pizza,clear,medium,car,priority,36.18,4,28,8.91,4.74,1,18,10,66.2,96.3,0.204,4.12,1
FDS-700265,2025-01-07T19:35:00,Austin,mexican,clear,medium,bike,standard,34.81,4,23,4.66,4.74,1,19,14,49.3,74.9,0.141,3.72,1
FDS-700266,2025-01-07T20:10:00,Chicago,salad,rain,high,scooter,priority,27.71,3,16,5.57,4.45,1,18,20,39.6,89.6,0.045,2.67,1
FDS-700267,2025-01-07T20:45:00,Seattle,pizza,clear,severe,car,standard,27.81,2,19,1.23,4.89,1,41,14,32.0,75.4,0.152,2.64,1
FDS-700268,2025-01-07T21:20:00,New York,pizza,clear,medium,walker,standard,30.99,4,23,5.79,4.77,1,37,14,51.2,92.3,0.063,3.0,1
FDS-700269,2025-01-07T21:55:00,Chicago,mexican,rain,high,bike,priority,20.98,4,21,8.85,5,1,16,12,56.3,104.0,0.07,2.7,1
FDS-700270,2025-01-07T22:30:00,Seattle,salad,clear,medium,car,standard,47.9,4,25,6.11,4.74,1,25,14,55.5,79.2,0.25,4.02,1
FDS-700271,2025-01-07T23:05:00,Chicago,indian,heatwave,high,bike,standard,32.79,4,19,3.78,4.89,1,51,1,40.7,77.8,0.205,3.19,1
FDS-700272,2025-01-07T23:40:00,Atlanta,sushi,clear,severe,car,scheduled,37.72,4,27,8.02,4.32,1,64,13,66.4,121.9,0.077,2.84,1
FDS-700273,2025-01-08T00:15:00,Seattle,thai,storm,high,car,priority,60.75,3,32,6.87,4.63,1,35,4,63.4,97.4,0.147,3.68,1
FDS-700274,2025-01-08T00:50:00,Austin,salad,rain,medium,car,priority,30.28,4,23,3.39,4.69,1,15,10,35.6,51.0,0.194,3.5,1
FDS-700275,2025-01-08T01:25:00,Atlanta,mexican,rain,high,walker,priority,26.27,5,26,6.34,4.68,1,64,20,50.7,108.7,0.133,3.01,1
FDS-700276,2025-01-08T02:00:00,Seattle,indian,heatwave,high,scooter,standard,38.93,5,20,5.95,4.59,2,42,17,51.6,110.2,0.117,2.94,1
FDS-700277,2025-01-08T02:35:00,Chicago,pizza,rain,severe,bike,standard,30.93,5,29,6.7,4.42,1,48,17,63.0,116.7,0.125,2.63,1
FDS-700278,2025-01-08T03:10:00,Phoenix,burger,clear,severe,car,standard,24.61,2,32,8.53,4.6,2,29,6,73.2,104.3,0.141,3.08,1
FDS-700279,2025-01-08T03:45:00,Atlanta,mexican,clear,medium,bike,standard,25.07,5,28,6.61,4.35,1,35,12,60.3,94.8,0.088,2.86,1
FDS-700280,2025-01-08T04:20:00,Atlanta,pizza,clear,severe,bike,standard,52.65,5,29,4.13,4.19,1,47,16,52.8,109.5,0.089,2.97,1
FDS-700281,2025-01-08T04:55:00,Seattle,sushi,cold,low,scooter,standard,37.97,3,23,7.07,4.55,2,48,8,60.0,85.5,0.066,3.72,1
FDS-700282,2025-01-08T05:30:00,Phoenix,salad,clear,high,car,standard,21.01,4,18,6.88,5,1,14,0,54.8,57.6,0.028,4.25,0
FDS-700283,2025-01-08T06:05:00,Chicago,indian,clear,high,car,standard,41.7,3,27,7.55,4.24,1,65,3,65.6,89.6,0.065,3.62,1
FDS-700284,2025-01-08T06:40:00,Chicago,sushi,clear,severe,walker,standard,28.81,4,16,5.81,4.92,1,67,9,45.5,106.1,0.023,2.8,1
FDS-700285,2025-01-08T07:15:00,Chicago,indian,clear,medium,bike,priority,21.63,6,33,3.77,4.61,1,50,0,47.1,70.2,0.098,3.12,1
FDS-700286,2025-01-08T07:50:00,Atlanta,burger,storm,low,car,standard,20.87,4,25,7.01,5,1,10,9,58.8,90.6,0.097,3.3,1
FDS-700287,2025-01-08T08:25:00,New York,thai,heatwave,medium,bike,standard,16.87,4,34,6.02,4.77,1,62,10,63.6,108.2,0.063,2.51,1
FDS-700288,2025-01-08T09:00:00,Phoenix,burger,clear,high,walker,standard,25.59,7,33,3.76,4.84,2,51,16,55.2,103.6,0.089,2.51,1
FDS-700289,2025-01-08T09:35:00,Phoenix,salad,clear,high,car,standard,18.38,5,39,6.22,4.62,2,36,9,72.0,94.4,0.107,3.02,1
FDS-700290,2025-01-08T10:10:00,Chicago,sushi,rain,high,car,standard,31.72,3,19,1.66,5,2,45,10,30.9,76.7,0.13,2.81,1
FDS-700291,2025-01-08T10:45:00,Atlanta,thai,rain,high,car,priority,36.2,7,30,9.04,4.53,1,55,11,69.8,119.3,0.117,2.53,1
FDS-700292,2025-01-08T11:20:00,Phoenix,thai,rain,low,car,standard,20.01,4,29,3.9,4.9,1,41,15,52.3,91.4,0.06,3.35,1
FDS-700293,2025-01-08T11:55:00,New York,pizza,clear,low,scooter,standard,10.43,2,14,8.0,4.13,2,39,8,51.0,71.2,0.138,3.07,1
FDS-700294,2025-01-08T12:30:00,Phoenix,thai,heatwave,high,bike,standard,20.81,4,21,5.3,4.38,1,16,9,49.9,84.6,0.042,3.19,1
FDS-700295,2025-01-08T13:05:00,New York,salad,clear,medium,bike,standard,19.56,4,25,3.13,5,1,71,16,41.5,84.6,0.159,3.19,1
FDS-700296,2025-01-08T13:40:00,Seattle,mexican,clear,high,scooter,standard,31.8,5,22,4.8,4.43,2,45,8,49.1,82.9,0.147,3.08,1
FDS-700297,2025-01-08T14:15:00,Austin,mexican,rain,low,car,standard,21.21,3,26,3.05,4.7,1,51,9,46.0,75.1,0.093,2.85,1
FDS-700298,2025-01-08T14:50:00,New York,thai,cold,severe,scooter,standard,38.03,1,20,5.77,5,1,49,0,50.4,94.2,0.225,2.51,1
FDS-700299,2025-01-08T15:25:00,Chicago,salad,clear,severe,car,standard,19.97,3,31,3.14,4.64,2,44,0,51.2,76.7,0.125,3.39,1
FDS-700300,2025-01-08T16:00:00,Atlanta,pizza,rain,high,car,standard,26.41,3,26,4.75,4.69,1,39,5,52.4,86.3,0.12,3.09,1
FDS-700301,2025-01-08T16:35:00,Austin,thai,cold,medium,walker,scheduled,20.77,7,31,6.82,4.86,1,29,12,67.4,113.0,0.069,3.13,1
FDS-700302,2025-01-08T17:10:00,Seattle,burger,rain,high,car,standard,37.58,1,14,4.48,4.83,2,48,23,40.3,97.6,0.165,2.29,1
FDS-700303,2025-01-08T17:45:00,Phoenix,mexican,cold,low,car,priority,28.69,2,28,5.25,4.39,2,63,12,48.2,94.7,0.183,2.51,1
FDS-700304,2025-01-08T18:20:00,Chicago,pizza,rain,severe,car,standard,29.33,1,27,6.36,4.92,2,78,10,60.8,125.9,0.113,3.08,1
FDS-700305,2025-01-08T18:55:00,Austin,burger,clear,high,car,scheduled,17.46,1,20,6.05,5,1,43,16,54.5,98.4,0.061,3.17,1
FDS-700306,2025-01-08T19:30:00,Seattle,mexican,cold,high,bike,standard,9,4,28,3.54,4.96,1,56,12,50.2,95.7,0.105,2.96,1
FDS-700307,2025-01-08T20:05:00,Phoenix,salad,clear,medium,car,standard,34.6,2,25,3.47,4.51,1,28,20,45.0,69.9,0.084,3.29,1
FDS-700308,2025-01-08T20:40:00,Austin,indian,rain,low,scooter,standard,10.23,7,27,5.88,4.96,1,35,11,56.6,90.8,0.108,2.88,1
FDS-700309,2025-01-08T21:15:00,Chicago,burger,cold,high,scooter,standard,29.26,1,9,0.56,4.57,1,52,17,18,59.7,0.187,3.58,1
FDS-700310,2025-01-08T21:50:00,Austin,salad,heatwave,low,walker,standard,19.78,2,16,1.01,4.35,1,51,2,26.8,58.9,0.129,3.45,1
FDS-700311,2025-01-08T22:25:00,Austin,mexican,cold,high,walker,standard,22.55,2,17,8.39,4.89,1,65,4,57.5,111.3,0.195,2.66,1
FDS-700312,2025-01-08T23:00:00,Seattle,salad,clear,high,car,standard,12.6,3,29,4.98,4.63,1,34,13,55.0,88.6,0.191,3.79,1
FDS-700313,2025-01-08T23:35:00,Atlanta,indian,rain,severe,car,scheduled,34.08,3,25,3.58,4.78,1,38,17,46.5,101.2,0.118,2.55,1
FDS-700314,2025-01-09T00:10:00,Atlanta,salad,storm,medium,scooter,priority,33.82,2,24,5.29,4.83,1,39,10,46.4,75.2,0.06,3.22,1
FDS-700315,2025-01-09T00:45:00,Atlanta,indian,heatwave,medium,walker,priority,28.87,6,24,4.12,4.34,1,41,4,43.4,80.7,0.115,3.41,1
FDS-700316,2025-01-09T01:20:00,New York,mexican,clear,medium,car,standard,38.04,4,34,2.53,4.95,2,34,0,48.7,59.5,0.074,3.34,1
FDS-700317,2025-01-09T01:55:00,New York,salad,clear,low,bike,standard,23.19,2,31,6.3,4.82,1,40,16,61.4,100.8,0.086,3.41,1
FDS-700318,2025-01-09T02:30:00,Seattle,salad,rain,medium,walker,standard,33.53,2,24,0.71,4.63,1,57,6,32.1,79.4,0.149,2.88,1
FDS-700319,2025-01-09T03:05:00,Phoenix,sushi,heatwave,high,car,scheduled,41.12,4,22,4.45,5,1,60,11,46.7,94.2,0.11,3.32,1
FDS-700320,2025-01-09T03:40:00,New York,pizza,storm,low,car,priority,38.41,2,21,3.92,4.58,1,46,14,40.2,88.4,0.072,2.84,1
FDS-700321,2025-01-09T04:15:00,Chicago,mexican,storm,high,bike,standard,31.47,5,24,5.99,4.45,1,60,0,55.4,111.4,0.105,2.9,1
FDS-700322,2025-01-09T04:50:00,Phoenix,thai,heatwave,low,scooter,standard,16.02,3,21,3.89,5,1,36,6,41.8,54.2,0.111,3.13,1
FDS-700323,2025-01-09T05:25:00,Phoenix,sushi,storm,high,walker,standard,32.26,2,26,9.19,4.59,1,20,15,68.5,125.4,0.171,2.7,1
FDS-700324,2025-01-09T06:00:00,New York,indian,clear,high,bike,scheduled,14.18,4,27,3.79,4.8,1,27,8,51.9,76.4,0.113,3.43,1
FDS-700325,2025-01-09T06:35:00,Seattle,mexican,rain,severe,scooter,standard,34.05,3,21,4.11,5,2,51,10,41.9,103.0,0.038,2.59,1
FDS-700326,2025-01-09T07:10:00,Chicago,indian,clear,medium,scooter,standard,17.2,5,27,4.12,4.82,2,15,13,47.8,67.3,0.04,4.12,1
FDS-700327,2025-01-09T07:45:00,Seattle,indian,clear,low,bike,standard,27.65,2,20,8.28,4.64,1,25,15,61.6,92.9,0.156,3.25,1
FDS-700328,2025-01-09T08:20:00,New York,indian,cold,severe,car,standard,9.75,5,34,6.56,4.66,1,47,6,65.6,110.4,0.054,3.32,1
FDS-700329,2025-01-09T08:55:00,Chicago,indian,heatwave,medium,car,standard,9,5,32,7.54,4.73,1,49,11,68.7,118.5,0.09,2.73,1
FDS-700330,2025-01-09T09:30:00,Phoenix,sushi,clear,medium,car,standard,35.65,2,19,2.83,4.5,2,40,7,37.5,64.3,0.089,3.61,1
FDS-700331,2025-01-09T10:05:00,Seattle,sushi,clear,medium,walker,priority,24.15,3,29,2.19,4.47,1,26,13,38.2,64.8,0.17,3.46,1
FDS-700332,2025-01-09T10:40:00,Austin,indian,clear,medium,walker,priority,21.3,1,24,4.72,5,1,63,20,44.7,89.4,0.193,3.37,1
FDS-700333,2025-01-09T11:15:00,Phoenix,sushi,clear,medium,walker,standard,9,9,27,5.74,4.48,1,10,10,57.6,71.5,0.112,3.52,1
FDS-700334,2025-01-09T11:50:00,New York,burger,clear,medium,car,standard,35.28,7,29,2.87,4.78,2,59,15,46.1,78.5,0.106,3.34,1
FDS-700335,2025-01-09T12:25:00,New York,burger,clear,low,car,standard,43.3,5,27,8.49,4.66,2,47,6,67.4,81.0,0.105,3.61,1
FDS-700336,2025-01-09T13:00:00,Chicago,thai,clear,medium,scooter,standard,20.81,3,17,3.52,4.77,1,18,5,39.8,48.8,0.067,4.33,0
FDS-700337,2025-01-09T13:35:00,Seattle,salad,clear,medium,bike,standard,44.91,4,17,2.1,4.61,2,29,20,29.5,64.7,0.145,2.85,1
FDS-700338,2025-01-09T14:10:00,Austin,indian,rain,medium,car,standard,23.27,2,20,3.78,5,4,46,7,40.0,86.3,0.096,2.84,1
FDS-700339,2025-01-09T14:45:00,Austin,indian,heatwave,high,car,standard,20.68,3,19,1.32,4.28,1,64,11,32.1,68.4,0.098,2.6,1
FDS-700340,2025-01-09T15:20:00,Phoenix,thai,rain,medium,car,standard,44.29,5,21,7.47,4.57,2,67,12,57.5,102.7,0.13,2.72,1
FDS-700341,2025-01-09T15:55:00,Austin,burger,clear,severe,car,scheduled,27.75,5,27,6.29,4.14,1,44,14,60.9,98.4,0.033,2.97,1
FDS-700342,2025-01-09T16:30:00,Atlanta,pizza,clear,high,car,standard,10.34,3,22,2.81,4.59,1,43,12,38.9,71.9,0.144,2.73,1
FDS-700343,2025-01-09T17:05:00,Phoenix,pizza,heatwave,medium,walker,standard,26.74,3,24,2.35,4.47,1,60,12,40.7,82.6,0.108,2.86,1
